PassengerId,n_missing,colonne_mancanti
0103_02,0,NESSUNA
0103_03,0,NESSUNA
0107_01,0,NESSUNA
0108_01,0,NESSUNA
0110_03,0,NESSUNA
0110_04,0,NESSUNA
0111_01,0,NESSUNA
0112_01,0,NESSUNA
0113_01,0,NESSUNA
0114_01,0,NESSUNA
0116_01,0,NESSUNA
0119_02,0,NESSUNA
0122_01,0,NESSUNA
0123_01,0,NESSUNA
0126_01,0,NESSUNA
0127_01,0,NESSUNA
0128_01,0,NESSUNA
0128_02,0,NESSUNA
0133_01,0,NESSUNA
0133_02,0,NESSUNA
0134_01,0,NESSUNA
0138_01,0,NESSUNA
0139_01,0,NESSUNA
0140_01,0,NESSUNA
0140_02,0,NESSUNA
0144_01,0,NESSUNA
0146_01,0,NESSUNA
0147_01,0,NESSUNA
0148_01,0,NESSUNA
0151_01,0,NESSUNA
0160_01,0,NESSUNA
0163_01,0,NESSUNA
0163_02,0,NESSUNA
0164_02,0,NESSUNA
0167_01,0,NESSUNA
0167_02,0,NESSUNA
0169_01,0,NESSUNA
0170_01,0,NESSUNA
0171_01,0,NESSUNA
0172_01,0,NESSUNA
0174_01,0,NESSUNA
0177_01,0,NESSUNA
0178_01,0,NESSUNA
0179_01,0,NESSUNA
0179_02,0,NESSUNA
0179_03,0,NESSUNA
0181_01,0,NESSUNA
0182_01,0,NESSUNA
0183_01,0,NESSUNA
0186_01,0,NESSUNA
0188_01,0,NESSUNA
0189_01,0,NESSUNA
0192_01,0,NESSUNA
0192_02,0,NESSUNA
0192_03,0,NESSUNA
0193_01,0,NESSUNA
0193_03,0,NESSUNA
0195_01,0,NESSUNA
0196_01,0,NESSUNA
0197_01,0,NESSUNA
0199_01,0,NESSUNA
0200_01,0,NESSUNA
0201_01,0,NESSUNA
0201_02,0,NESSUNA
0202_01,0,NESSUNA
0203_01,0,NESSUNA
0205_01,0,NESSUNA
0207_01,0,NESSUNA
0211_01,0,NESSUNA
0211_02,0,NESSUNA
0211_03,0,NESSUNA
0212_01,0,NESSUNA
0212_02,0,NESSUNA
0213_01,0,NESSUNA
0216_01,0,NESSUNA
0217_01,0,NESSUNA
0219_01,0,NESSUNA
0220_01,0,NESSUNA
0220_02,0,NESSUNA
0220_03,0,NESSUNA
0220_05,0,NESSUNA
0220_06,0,NESSUNA
0220_07,0,NESSUNA
0221_01,0,NESSUNA
0221_02,0,NESSUNA
0221_03,0,NESSUNA
0221_04,0,NESSUNA
0221_05,0,NESSUNA
0221_06,0,NESSUNA
0221_07,0,NESSUNA
0222_01,0,NESSUNA
0222_02,0,NESSUNA
0222_03,0,NESSUNA
0223_01,0,NESSUNA
0224_01,0,NESSUNA
0225_01,0,NESSUNA
0229_01,0,NESSUNA
0231_01,0,NESSUNA
0233_01,0,NESSUNA
0237_01,0,NESSUNA
0240_01,0,NESSUNA
0243_01,0,NESSUNA
0245_01,0,NESSUNA
0245_02,0,NESSUNA
0246_01,0,NESSUNA
0248_01,0,NESSUNA
0252_01,0,NESSUNA
0253_01,0,NESSUNA
0254_01,0,NESSUNA
0255_01,0,NESSUNA
0257_02,0,NESSUNA
0258_01,0,NESSUNA
0260_01,0,NESSUNA
0261_01,0,NESSUNA
0263_01,0,NESSUNA
0267_01,0,NESSUNA
0269_01,0,NESSUNA
0270_01,0,NESSUNA
0277_01,0,NESSUNA
0278_02,0,NESSUNA
0281_01,0,NESSUNA
0282_01,0,NESSUNA
0283_01,0,NESSUNA
0283_02,0,NESSUNA
0285_01,0,NESSUNA
0285_02,0,NESSUNA
0286_01,0,NESSUNA
0287_02,0,NESSUNA
0288_01,0,NESSUNA
0289_01,0,NESSUNA
0290_01,0,NESSUNA
0290_02,0,NESSUNA
0290_04,0,NESSUNA
0291_01,0,NESSUNA
0297_01,0,NESSUNA
0298_01,0,NESSUNA
0302_01,0,NESSUNA
0304_01,0,NESSUNA
0305_01,0,NESSUNA
0306_01,0,NESSUNA
0307_01,0,NESSUNA
0309_01,0,NESSUNA
0313_01,0,NESSUNA
0313_03,0,NESSUNA
0313_04,0,NESSUNA
0314_01,0,NESSUNA
0322_01,0,NESSUNA
0324_01,0,NESSUNA
0326_01,0,NESSUNA
0330_01,0,NESSUNA
0330_03,0,NESSUNA
0331_01,0,NESSUNA
0333_01,0,NESSUNA
0334_01,0,NESSUNA
0336_01,0,NESSUNA
0337_01,0,NESSUNA
0337_02,0,NESSUNA
0340_01,0,NESSUNA
0341_01,0,NESSUNA
0343_01,0,NESSUNA
0345_01,0,NESSUNA
0346_01,0,NESSUNA
0347_01,0,NESSUNA
0348_01,0,NESSUNA
0350_01,0,NESSUNA
0352_01,0,NESSUNA
0356_01,0,NESSUNA
0358_01,0,NESSUNA
0358_02,0,NESSUNA
0359_01,0,NESSUNA
0360_01,0,NESSUNA
0361_01,0,NESSUNA
0368_01,0,NESSUNA
0368_02,0,NESSUNA
0369_01,0,NESSUNA
0370_01,0,NESSUNA
0371_01,0,NESSUNA
0373_01,0,NESSUNA
0375_01,0,NESSUNA
0376_01,0,NESSUNA
0377_01,0,NESSUNA
0378_01,0,NESSUNA
0378_02,0,NESSUNA
0378_03,0,NESSUNA
0378_04,0,NESSUNA
0378_05,0,NESSUNA
0378_06,0,NESSUNA
0378_07,0,NESSUNA
0379_01,0,NESSUNA
0381_01,0,NESSUNA
0383_01,0,NESSUNA
0383_02,0,NESSUNA
0384_01,0,NESSUNA
0384_02,0,NESSUNA
0385_01,0,NESSUNA
0387_01,0,NESSUNA
0388_01,0,NESSUNA
0389_01,0,NESSUNA
0391_01,0,NESSUNA
0392_01,0,NESSUNA
0395_01,0,NESSUNA
0395_02,0,NESSUNA
0396_01,0,NESSUNA
0397_01,0,NESSUNA
0398_01,0,NESSUNA
0401_01,0,NESSUNA
0401_02,0,NESSUNA
0403_01,0,NESSUNA
0407_02,0,NESSUNA
0407_03,0,NESSUNA
0408_01,0,NESSUNA
0409_01,0,NESSUNA
0410_01,0,NESSUNA
0411_01,0,NESSUNA
0412_01,0,NESSUNA
0413_01,0,NESSUNA
0415_01,0,NESSUNA
0417_01,0,NESSUNA
0417_02,0,NESSUNA
0417_03,0,NESSUNA
0425_01,0,NESSUNA
0425_02,0,NESSUNA
0425_03,0,NESSUNA
0428_01,0,NESSUNA
0429_01,0,NESSUNA
0429_02,0,NESSUNA
0430_01,0,NESSUNA
0431_01,0,NESSUNA
0432_01,0,NESSUNA
0433_02,0,NESSUNA
0434_01,0,NESSUNA
0435_01,0,NESSUNA
0436_01,0,NESSUNA
0436_02,0,NESSUNA
0437_01,0,NESSUNA
0437_02,0,NESSUNA
0441_01,0,NESSUNA
0442_01,0,NESSUNA
0444_01,0,NESSUNA
0445_01,0,NESSUNA
0446_01,0,NESSUNA
0447_01,0,NESSUNA
0448_01,0,NESSUNA
0449_01,0,NESSUNA
0452_01,0,NESSUNA
0453_01,0,NESSUNA
0453_03,0,NESSUNA
0454_02,0,NESSUNA
0454_03,0,NESSUNA
0456_01,0,NESSUNA
0457_01,0,NESSUNA
0457_02,0,NESSUNA
0457_03,0,NESSUNA
0458_01,0,NESSUNA
0459_01,0,NESSUNA
0460_01,0,NESSUNA
0461_01,0,NESSUNA
0461_02,0,NESSUNA
0461_03,0,NESSUNA
0463_02,0,NESSUNA
0465_01,0,NESSUNA
0466_01,0,NESSUNA
0471_01,0,NESSUNA
0471_02,0,NESSUNA
0472_01,0,NESSUNA
0474_01,0,NESSUNA
0475_01,0,NESSUNA
0476_02,0,NESSUNA
0476_03,0,NESSUNA
0477_01,0,NESSUNA
0481_01,0,NESSUNA
0482_01,0,NESSUNA
0482_02,0,NESSUNA
0485_01,0,NESSUNA
0490_01,0,NESSUNA
0499_01,0,NESSUNA
0499_02,0,NESSUNA
0500_01,0,NESSUNA
0503_01,0,NESSUNA
0503_02,0,NESSUNA
0503_03,0,NESSUNA
0504_01,0,NESSUNA
0504_02,0,NESSUNA
0504_04,0,NESSUNA
0504_05,0,NESSUNA
0506_01,0,NESSUNA
0507_01,0,NESSUNA
0510_01,0,NESSUNA
0512_01,0,NESSUNA
0512_02,0,NESSUNA
0513_01,0,NESSUNA
0515_01,0,NESSUNA
0516_01,0,NESSUNA
0522_01,0,NESSUNA
0523_01,0,NESSUNA
0527_02,0,NESSUNA
0528_01,0,NESSUNA
0529_01,0,NESSUNA
0531_01,0,NESSUNA
0533_01,0,NESSUNA
0534_01,0,NESSUNA
0534_02,0,NESSUNA
0537_01,0,NESSUNA
0538_01,0,NESSUNA
0539_02,0,NESSUNA
0539_04,0,NESSUNA
0539_05,0,NESSUNA
0540_01,0,NESSUNA
0542_01,0,NESSUNA
0545_01,0,NESSUNA
0546_01,0,NESSUNA
0547_01,0,NESSUNA
0548_01,0,NESSUNA
0549_01,0,NESSUNA
0549_02,0,NESSUNA
0550_01,0,NESSUNA
0551_01,0,NESSUNA
0552_01,0,NESSUNA
0553_01,0,NESSUNA
0553_02,0,NESSUNA
0555_01,0,NESSUNA
0555_02,0,NESSUNA
0556_01,0,NESSUNA
0559_01,0,NESSUNA
0560_01,0,NESSUNA
0560_02,0,NESSUNA
0561_01,0,NESSUNA
0563_01,0,NESSUNA
0564_01,0,NESSUNA
0564_02,0,NESSUNA
0565_01,0,NESSUNA
0566_01,0,NESSUNA
0567_01,0,NESSUNA
0569_01,0,NESSUNA
0570_01,0,NESSUNA
0571_01,0,NESSUNA
0571_02,0,NESSUNA
0571_03,0,NESSUNA
0571_05,0,NESSUNA
0571_06,0,NESSUNA
0571_07,0,NESSUNA
0572_01,0,NESSUNA
0575_01,0,NESSUNA
0577_01,0,NESSUNA
0579_01,0,NESSUNA
0580_01,0,NESSUNA
0581_01,0,NESSUNA
0582_01,0,NESSUNA
0583_01,0,NESSUNA
0583_02,0,NESSUNA
0583_03,0,NESSUNA
0585_01,0,NESSUNA
0585_02,0,NESSUNA
0585_03,0,NESSUNA
0586_01,0,NESSUNA
0587_01,0,NESSUNA
0588_01,0,NESSUNA
0589_01,0,NESSUNA
0590_01,0,NESSUNA
0591_01,0,NESSUNA
0594_01,0,NESSUNA
0597_02,0,NESSUNA
0599_01,0,NESSUNA
0599_03,0,NESSUNA
0599_04,0,NESSUNA
0600_01,0,NESSUNA
0602_01,0,NESSUNA
0602_02,0,NESSUNA
0602_03,0,NESSUNA
0603_01,0,NESSUNA
0608_01,0,NESSUNA
0611_01,0,NESSUNA
0612_01,0,NESSUNA
0615_01,0,NESSUNA
0615_02,0,NESSUNA
0615_03,0,NESSUNA
0618_01,0,NESSUNA
0618_02,0,NESSUNA
0619_02,0,NESSUNA
0623_01,0,NESSUNA
0628_01,0,NESSUNA
0629_01,0,NESSUNA
0630_01,0,NESSUNA
0631_01,0,NESSUNA
0633_01,0,NESSUNA
0634_01,0,NESSUNA
0635_01,0,NESSUNA
0635_02,0,NESSUNA
0636_01,0,NESSUNA
0636_02,0,NESSUNA
0637_01,0,NESSUNA
0638_01,0,NESSUNA
0641_01,0,NESSUNA
0642_01,0,NESSUNA
0642_02,0,NESSUNA
0642_03,0,NESSUNA
0642_04,0,NESSUNA
0642_05,0,NESSUNA
0643_01,0,NESSUNA
0644_01,0,NESSUNA
0646_01,0,NESSUNA
0647_01,0,NESSUNA
0647_02,0,NESSUNA
0647_03,0,NESSUNA
0650_01,0,NESSUNA
0655_01,0,NESSUNA
0656_01,0,NESSUNA
0657_02,0,NESSUNA
0659_01,0,NESSUNA
0660_01,0,NESSUNA
0661_01,0,NESSUNA
0663_01,0,NESSUNA
0664_01,0,NESSUNA
0665_02,0,NESSUNA
0668_01,0,NESSUNA
0669_01,0,NESSUNA
0671_01,0,NESSUNA
0672_01,0,NESSUNA
0674_01,0,NESSUNA
0677_01,0,NESSUNA
0678_01,0,NESSUNA
0680_01,0,NESSUNA
0680_02,0,NESSUNA
0682_01,0,NESSUNA
0683_01,0,NESSUNA
0684_02,0,NESSUNA
0684_03,0,NESSUNA
0685_01,0,NESSUNA
0686_01,0,NESSUNA
0687_01,0,NESSUNA
0688_01,0,NESSUNA
0689_01,0,NESSUNA
0690_01,0,NESSUNA
0691_01,0,NESSUNA
0691_02,0,NESSUNA
0691_03,0,NESSUNA
0693_02,0,NESSUNA
0696_01,0,NESSUNA
0697_01,0,NESSUNA
0699_02,0,NESSUNA
0701_01,0,NESSUNA
0702_01,0,NESSUNA
0703_01,0,NESSUNA
0704_01,0,NESSUNA
0705_01,0,NESSUNA
0709_01,0,NESSUNA
0710_01,0,NESSUNA
0713_01,0,NESSUNA
0714_01,0,NESSUNA
0714_02,0,NESSUNA
0714_04,0,NESSUNA
0714_05,0,NESSUNA
0714_06,0,NESSUNA
0714_07,0,NESSUNA
0718_01,0,NESSUNA
0719_01,0,NESSUNA
0724_01,0,NESSUNA
0726_01,0,NESSUNA
0727_01,0,NESSUNA
0728_01,0,NESSUNA
0729_01,0,NESSUNA
0733_01,0,NESSUNA
0734_01,0,NESSUNA
0736_01,0,NESSUNA
0740_01,0,NESSUNA
0740_02,0,NESSUNA
0740_03,0,NESSUNA
0743_01,0,NESSUNA
0746_01,0,NESSUNA
0750_01,0,NESSUNA
0756_01,0,NESSUNA
0756_02,0,NESSUNA
0757_01,0,NESSUNA
0762_01,0,NESSUNA
0765_01,0,NESSUNA
0767_01,0,NESSUNA
0768_01,0,NESSUNA
0769_01,0,NESSUNA
0770_01,0,NESSUNA
0770_04,0,NESSUNA
0770_05,0,NESSUNA
0771_01,0,NESSUNA
0772_01,0,NESSUNA
0772_02,0,NESSUNA
0772_04,0,NESSUNA
0773_01,0,NESSUNA
0776_01,0,NESSUNA
0777_01,0,NESSUNA
0781_01,0,NESSUNA
0782_01,0,NESSUNA
0784_01,0,NESSUNA
0785_01,0,NESSUNA
0786_01,0,NESSUNA
0789_01,0,NESSUNA
0789_02,0,NESSUNA
0789_03,0,NESSUNA
0791_01,0,NESSUNA
0793_01,0,NESSUNA
0794_02,0,NESSUNA
0795_01,0,NESSUNA
0796_01,0,NESSUNA
0797_01,0,NESSUNA
0798_01,0,NESSUNA
0802_01,0,NESSUNA
0805_01,0,NESSUNA
0806_01,0,NESSUNA
0806_02,0,NESSUNA
0808_01,0,NESSUNA
0809_03,0,NESSUNA
0809_04,0,NESSUNA
0811_01,0,NESSUNA
0811_02,0,NESSUNA
0811_03,0,NESSUNA
0813_01,0,NESSUNA
0816_01,0,NESSUNA
0817_01,0,NESSUNA
0818_01,0,NESSUNA
0820_01,0,NESSUNA
0820_02,0,NESSUNA
0822_01,0,NESSUNA
0823_01,0,NESSUNA
0824_01,0,NESSUNA
0825_01,0,NESSUNA
0828_01,0,NESSUNA
0829_01,0,NESSUNA
0830_01,0,NESSUNA
0834_01,0,NESSUNA
0835_01,0,NESSUNA
0836_01,0,NESSUNA
0839_01,0,NESSUNA
0845_01,0,NESSUNA
0846_01,0,NESSUNA
0848_01,0,NESSUNA
0848_02,0,NESSUNA
0849_01,0,NESSUNA
0849_02,0,NESSUNA
0850_01,0,NESSUNA
0851_01,0,NESSUNA
0859_01,0,NESSUNA
0863_01,0,NESSUNA
0863_02,0,NESSUNA
0863_03,0,NESSUNA
0865_02,0,NESSUNA
0868_01,0,NESSUNA
0869_01,0,NESSUNA
0871_01,0,NESSUNA
0874_01,0,NESSUNA
0876_01,0,NESSUNA
0877_01,0,NESSUNA
0878_01,0,NESSUNA
0881_01,0,NESSUNA
0883_01,0,NESSUNA
0885_01,0,NESSUNA
0885_02,0,NESSUNA
0889_01,0,NESSUNA
0893_01,0,NESSUNA
0899_01,0,NESSUNA
0899_02,0,NESSUNA
0901_01,0,NESSUNA
0902_01,0,NESSUNA
0904_01,0,NESSUNA
0905_01,0,NESSUNA
0907_01,0,NESSUNA
0910_01,0,NESSUNA
0912_01,0,NESSUNA
0915_01,0,NESSUNA
0918_01,0,NESSUNA
0919_01,0,NESSUNA
0921_01,0,NESSUNA
0922_02,0,NESSUNA
0923_02,0,NESSUNA
0924_01,0,NESSUNA
0925_01,0,NESSUNA
0925_02,0,NESSUNA
0926_01,0,NESSUNA
0926_02,0,NESSUNA
0928_01,0,NESSUNA
0930_01,0,NESSUNA
0930_02,0,NESSUNA
0933_02,0,NESSUNA
0935_01,0,NESSUNA
0938_01,0,NESSUNA
0938_02,0,NESSUNA
0938_03,0,NESSUNA
0940_01,0,NESSUNA
0941_01,0,NESSUNA
0942_01,0,NESSUNA
0944_01,0,NESSUNA
0944_02,0,NESSUNA
0946_01,0,NESSUNA
0947_01,0,NESSUNA
0949_01,0,NESSUNA
0951_01,0,NESSUNA
0952_01,0,NESSUNA
0956_01,0,NESSUNA
0957_01,0,NESSUNA
0961_01,0,NESSUNA
0964_02,0,NESSUNA
0965_01,0,NESSUNA
0966_01,0,NESSUNA
0968_01,0,NESSUNA
0969_01,0,NESSUNA
0970_01,0,NESSUNA
0972_01,0,NESSUNA
0975_01,0,NESSUNA
0976_01,0,NESSUNA
0982_01,0,NESSUNA
0983_01,0,NESSUNA
0984_01,0,NESSUNA
0984_03,0,NESSUNA
0984_04,0,NESSUNA
0984_05,0,NESSUNA
0984_06,0,NESSUNA
0984_08,0,NESSUNA
0987_01,0,NESSUNA
0988_02,0,NESSUNA
0989_01,0,NESSUNA
0990_01,0,NESSUNA
0992_01,0,NESSUNA
0992_02,0,NESSUNA
0992_03,0,NESSUNA
0992_05,0,NESSUNA
0992_06,0,NESSUNA
0993_01,0,NESSUNA
0994_01,0,NESSUNA
0994_02,0,NESSUNA
0995_01,0,NESSUNA
0997_01,0,NESSUNA
0998_01,0,NESSUNA
1001_01,0,NESSUNA
1002_01,0,NESSUNA
1002_02,0,NESSUNA
1002_03,0,NESSUNA
1005_01,0,NESSUNA
1006_01,0,NESSUNA
1006_02,0,NESSUNA
1008_01,0,NESSUNA
1008_02,0,NESSUNA
1011_02,0,NESSUNA
1012_01,0,NESSUNA
1013_01,0,NESSUNA
1014_01,0,NESSUNA
1017_01,0,NESSUNA
1018_01,0,NESSUNA
1020_01,0,NESSUNA
1024_01,0,NESSUNA
1024_02,0,NESSUNA
1024_04,0,NESSUNA
1025_01,0,NESSUNA
1027_01,0,NESSUNA
1027_02,0,NESSUNA
1027_04,0,NESSUNA
1029_01,0,NESSUNA
1030_01,0,NESSUNA
1031_01,0,NESSUNA
1032_01,0,NESSUNA
1033_01,0,NESSUNA
1034_01,0,NESSUNA
1035_01,0,NESSUNA
1038_01,0,NESSUNA
1040_01,0,NESSUNA
1043_01,0,NESSUNA
1045_01,0,NESSUNA
1045_02,0,NESSUNA
1048_01,0,NESSUNA
1049_01,0,NESSUNA
1049_02,0,NESSUNA
1053_01,0,NESSUNA
1054_01,0,NESSUNA
1056_02,0,NESSUNA
1057_01,0,NESSUNA
1058_01,0,NESSUNA
1062_01,0,NESSUNA
1066_01,0,NESSUNA
1068_01,0,NESSUNA
1075_01,0,NESSUNA
1075_02,0,NESSUNA
1076_01,0,NESSUNA
1078_01,0,NESSUNA
1082_01,0,NESSUNA
1083_01,0,NESSUNA
1083_02,0,NESSUNA
1083_03,0,NESSUNA
1084_01,0,NESSUNA
1086_01,0,NESSUNA
1086_03,0,NESSUNA
1086_05,0,NESSUNA
1088_01,0,NESSUNA
1089_02,0,NESSUNA
1091_01,0,NESSUNA
1093_01,0,NESSUNA
1097_01,0,NESSUNA
1099_01,0,NESSUNA
1100_01,0,NESSUNA
1100_03,0,NESSUNA
1100_04,0,NESSUNA
1105_01,0,NESSUNA
1108_01,0,NESSUNA
1110_01,0,NESSUNA
1110_02,0,NESSUNA
1112_01,0,NESSUNA
1113_01,0,NESSUNA
1114_01,0,NESSUNA
1114_02,0,NESSUNA
1115_01,0,NESSUNA
1116_01,0,NESSUNA
1116_03,0,NESSUNA
1117_01,0,NESSUNA
1123_01,0,NESSUNA
1127_01,0,NESSUNA
1129_01,0,NESSUNA
1133_01,0,NESSUNA
1136_01,0,NESSUNA
1140_01,0,NESSUNA
1140_02,0,NESSUNA
1140_03,0,NESSUNA
1141_01,0,NESSUNA
1142_01,0,NESSUNA
1144_01,0,NESSUNA
1144_02,0,NESSUNA
1147_01,0,NESSUNA
1148_03,0,NESSUNA
1148_07,0,NESSUNA
1149_01,0,NESSUNA
1149_02,0,NESSUNA
1149_03,0,NESSUNA
1149_04,0,NESSUNA
1149_05,0,NESSUNA
1152_01,0,NESSUNA
1153_01,0,NESSUNA
1154_02,0,NESSUNA
1154_03,0,NESSUNA
1155_02,0,NESSUNA
1156_01,0,NESSUNA
1156_02,0,NESSUNA
1161_01,0,NESSUNA
1161_02,0,NESSUNA
1162_01,0,NESSUNA
1165_01,0,NESSUNA
1165_02,0,NESSUNA
1165_03,0,NESSUNA
1165_04,0,NESSUNA
1166_01,0,NESSUNA
1168_01,0,NESSUNA
1170_01,0,NESSUNA
1175_01,0,NESSUNA
1177_01,0,NESSUNA
1178_01,0,NESSUNA
1179_01,0,NESSUNA
1182_01,0,NESSUNA
1182_02,0,NESSUNA
1186_01,0,NESSUNA
1186_03,0,NESSUNA
1186_04,0,NESSUNA
1186_05,0,NESSUNA
1187_01,0,NESSUNA
1187_02,0,NESSUNA
1187_03,0,NESSUNA
1188_01,0,NESSUNA
1190_01,0,NESSUNA
1191_01,0,NESSUNA
1192_01,0,NESSUNA
1193_01,0,NESSUNA
1193_02,0,NESSUNA
1195_01,0,NESSUNA
1197_01,0,NESSUNA
1199_01,0,NESSUNA
1203_01,0,NESSUNA
1206_01,0,NESSUNA
1210_02,0,NESSUNA
1211_01,0,NESSUNA
1211_02,0,NESSUNA
1211_03,0,NESSUNA
1211_04,0,NESSUNA
1211_05,0,NESSUNA
1211_06,0,NESSUNA
1212_01,0,NESSUNA
1214_01,0,NESSUNA
1215_01,0,NESSUNA
1216_01,0,NESSUNA
1218_01,0,NESSUNA
1220_01,0,NESSUNA
1221_01,0,NESSUNA
1221_02,0,NESSUNA
1222_01,0,NESSUNA
1223_01,0,NESSUNA
1225_01,0,NESSUNA
1228_02,0,NESSUNA
1229_01,0,NESSUNA
1230_01,0,NESSUNA
1231_01,0,NESSUNA
1232_01,0,NESSUNA
1232_02,0,NESSUNA
1233_01,0,NESSUNA
1234_01,0,NESSUNA
1235_01,0,NESSUNA
1236_01,0,NESSUNA
1238_01,0,NESSUNA
1239_01,0,NESSUNA
1240_01,0,NESSUNA
1242_01,0,NESSUNA
1243_01,0,NESSUNA
1243_02,0,NESSUNA
1246_01,0,NESSUNA
1250_01,0,NESSUNA
1254_01,0,NESSUNA
1254_02,0,NESSUNA
1255_02,0,NESSUNA
1256_01,0,NESSUNA
1258_01,0,NESSUNA
1259_01,0,NESSUNA
1260_01,0,NESSUNA
1261_01,0,NESSUNA
1263_01,0,NESSUNA
1264_01,0,NESSUNA
1269_01,0,NESSUNA
1271_01,0,NESSUNA
1273_01,0,NESSUNA
1274_01,0,NESSUNA
1278_01,0,NESSUNA
1279_01,0,NESSUNA
1280_01,0,NESSUNA
1281_01,0,NESSUNA
1285_01,0,NESSUNA
1286_01,0,NESSUNA
1287_01,0,NESSUNA
1287_03,0,NESSUNA
1288_01,0,NESSUNA
1289_02,0,NESSUNA
1291_01,0,NESSUNA
1292_01,0,NESSUNA
1292_02,0,NESSUNA
1294_01,0,NESSUNA
1294_02,0,NESSUNA
1299_01,0,NESSUNA
1300_01,0,NESSUNA
1302_01,0,NESSUNA
1304_01,0,NESSUNA
1304_02,0,NESSUNA
1304_04,0,NESSUNA
1304_05,0,NESSUNA
1304_06,0,NESSUNA
1306_01,0,NESSUNA
1306_02,0,NESSUNA
1307_01,0,NESSUNA
1308_02,0,NESSUNA
1308_03,0,NESSUNA
1308_04,0,NESSUNA
1309_01,0,NESSUNA
1310_01,0,NESSUNA
1311_02,0,NESSUNA
1311_03,0,NESSUNA
1312_01,0,NESSUNA
1316_01,0,NESSUNA
1317_01,0,NESSUNA
1322_01,0,NESSUNA
1323_01,0,NESSUNA
1324_01,0,NESSUNA
1324_02,0,NESSUNA
1324_03,0,NESSUNA
1325_01,0,NESSUNA
1325_02,0,NESSUNA
1325_03,0,NESSUNA
1326_02,0,NESSUNA
1328_01,0,NESSUNA
1330_01,0,NESSUNA
1330_02,0,NESSUNA
1331_01,0,NESSUNA
1332_01,0,NESSUNA
1333_01,0,NESSUNA
1335_01,0,NESSUNA
1340_01,0,NESSUNA
1342_01,0,NESSUNA
1345_01,0,NESSUNA
1348_01,0,NESSUNA
1350_01,0,NESSUNA
1350_02,0,NESSUNA
1350_03,0,NESSUNA
1350_04,0,NESSUNA
1352_01,0,NESSUNA
1353_01,0,NESSUNA
1353_02,0,NESSUNA
1353_04,0,NESSUNA
1355_01,0,NESSUNA
1356_01,0,NESSUNA
1357_01,0,NESSUNA
1360_01,0,NESSUNA
1365_01,0,NESSUNA
1365_02,0,NESSUNA
1368_01,0,NESSUNA
1370_01,0,NESSUNA
1375_01,0,NESSUNA
1375_02,0,NESSUNA
1376_01,0,NESSUNA
1377_01,0,NESSUNA
1378_02,0,NESSUNA
1379_01,0,NESSUNA
1380_01,0,NESSUNA
1381_01,0,NESSUNA
1383_01,0,NESSUNA
1384_01,0,NESSUNA
1384_02,0,NESSUNA
1384_03,0,NESSUNA
1384_04,0,NESSUNA
1386_01,0,NESSUNA
1387_01,0,NESSUNA
1389_01,0,NESSUNA
1391_01,0,NESSUNA
1391_02,0,NESSUNA
1393_01,0,NESSUNA
1395_01,0,NESSUNA
1397_01,0,NESSUNA
1398_01,0,NESSUNA
1399_01,0,NESSUNA
1400_01,0,NESSUNA
1402_01,0,NESSUNA
1404_01,0,NESSUNA
1406_01,0,NESSUNA
1407_01,0,NESSUNA
1407_02,0,NESSUNA
1408_01,0,NESSUNA
1410_01,0,NESSUNA
1413_01,0,NESSUNA
1414_01,0,NESSUNA
1416_01,0,NESSUNA
1417_01,0,NESSUNA
1419_01,0,NESSUNA
1421_02,0,NESSUNA
1423_01,0,NESSUNA
1423_02,0,NESSUNA
1423_03,0,NESSUNA
1424_01,0,NESSUNA
1424_02,0,NESSUNA
1424_03,0,NESSUNA
1424_04,0,NESSUNA
1424_05,0,NESSUNA
1425_01,0,NESSUNA
1425_02,0,NESSUNA
1425_03,0,NESSUNA
1426_01,0,NESSUNA
1427_02,0,NESSUNA
1428_01,0,NESSUNA
1430_01,0,NESSUNA
1431_01,0,NESSUNA
1433_01,0,NESSUNA
1434_03,0,NESSUNA
1438_01,0,NESSUNA
1439_01,0,NESSUNA
1440_01,0,NESSUNA
1442_01,0,NESSUNA
1443_01,0,NESSUNA
1444_01,0,NESSUNA
1445_01,0,NESSUNA
1447_01,0,NESSUNA
1450_01,0,NESSUNA
1450_02,0,NESSUNA
1451_01,0,NESSUNA
1451_02,0,NESSUNA
1452_01,0,NESSUNA
1452_03,0,NESSUNA
1452_04,0,NESSUNA
1452_05,0,NESSUNA
1453_02,0,NESSUNA
1454_01,0,NESSUNA
1455_01,0,NESSUNA
1455_02,0,NESSUNA
1455_03,0,NESSUNA
1455_04,0,NESSUNA
1455_05,0,NESSUNA
1457_01,0,NESSUNA
1460_02,0,NESSUNA
1462_01,0,NESSUNA
1465_01,0,NESSUNA
1479_01,0,NESSUNA
1481_01,0,NESSUNA
1485_01,0,NESSUNA
1489_01,0,NESSUNA
1491_01,0,NESSUNA
1491_02,0,NESSUNA
1493_01,0,NESSUNA
1499_01,0,NESSUNA
1500_01,0,NESSUNA
1500_02,0,NESSUNA
1500_03,0,NESSUNA
1500_05,0,NESSUNA
1500_06,0,NESSUNA
1500_07,0,NESSUNA
1501_01,0,NESSUNA
1503_01,0,NESSUNA
1503_02,0,NESSUNA
1507_02,0,NESSUNA
1507_03,0,NESSUNA
1510_01,0,NESSUNA
1511_02,0,NESSUNA
1511_03,0,NESSUNA
1511_04,0,NESSUNA
1515_01,0,NESSUNA
1520_01,0,NESSUNA
