feature,value,count,percentage
Num,531,5,0.0575
Num,534,5,0.0575
Num,926,5,0.0575
Num,543,5,0.0575
Num,1287,5,0.0575
Num,550,5,0.0575
Num,935,5,0.0575
Num,554,5,0.0575
Num,459,5,0.0575
Num,1432,5,0.0575
Num,464,5,0.0575
Num,468,5,0.0575
Num,563,5,0.0575
Num,900,5,0.0575
Num,454,5,0.0575
Num,1300,5,0.0575
Num,488,5,0.0575
Num,778,5,0.0575
Num,561,5,0.0575
Num,1396,5,0.0575
Num,1387,5,0.0575
Num,762,5,0.0575
Num,556,5,0.0575
Num,555,5,0.0575
Num,535,5,0.0575
Num,945,4,0.046
Num,1030,4,0.046
Num,936,4,0.046
Num,963,4,0.046
Num,933,4,0.046
Num,1038,4,0.046
Num,984,4,0.046
Num,955,4,0.046
Num,836,4,0.046
Num,980,4,0.046
Num,895,4,0.046
Num,998,4,0.046
Num,830,4,0.046
Num,875,4,0.046
Num,873,4,0.046
Num,906,4,0.046
Num,969,4,0.046
Num,730,4,0.046
Num,913,4,0.046
Num,867,4,0.046
Num,918,4,0.046
Num,1007,4,0.046
Num,852,4,0.046
Num,1019,4,0.046
Num,845,4,0.046
Num,294,4,0.046
Num,846,4,0.046
Num,1502,4,0.046
Num,988,4,0.046
Num,1372,4,0.046
Num,1431,4,0.046
Num,1306,4,0.046
Num,1417,4,0.046
Num,1410,4,0.046
Num,1409,4,0.046
Num,1402,4,0.046
Num,1383,4,0.046
Num,1273,4,0.046
Num,1271,4,0.046
Num,1377,4,0.046
Num,1251,4,0.046
Num,1174,4,0.046
Num,1358,4,0.046
Num,1356,4,0.046
Num,1231,4,0.046
Num,1331,4,0.046
Num,1318,4,0.046
Num,1315,4,0.046
Num,1308,4,0.046
Num,1293,4,0.046
Num,1284,4,0.046
Num,1279,4,0.046
Num,1436,4,0.046
Num,1457,4,0.046
Num,1458,4,0.046
Num,1341,4,0.046
Num,1838,4,0.046
Num,1787,4,0.046
Num,1747,4,0.046
Num,1734,4,0.046
Num,1716,4,0.046
Num,1683,4,0.046
Num,1667,4,0.046
Num,1276,4,0.046
Num,1465,4,0.046
Num,1572,4,0.046
Num,1555,4,0.046
Num,1553,4,0.046
Num,1392,4,0.046
Num,1497,4,0.046
Num,1382,4,0.046
Num,1488,4,0.046
Num,1485,4,0.046
Num,1471,4,0.046
Num,1470,4,0.046
Num,1467,4,0.046
Num,1346,4,0.046
Num,1275,4,0.046
Num,1270,4,0.046
Num,1059,4,0.046
Num,1104,4,0.046
Num,1145,4,0.046
Num,1143,4,0.046
Num,886,4,0.046
Num,1141,4,0.046
Num,1055,4,0.046
Num,1135,4,0.046
Num,1127,4,0.046
Num,1041,4,0.046
Num,1113,4,0.046
Num,1111,4,0.046
Num,1102,4,0.046
Num,1167,4,0.046
Num,1100,4,0.046
Num,1095,4,0.046
Num,1092,4,0.046
Num,1086,4,0.046
Num,1084,4,0.046
Num,1083,4,0.046
Num,1079,4,0.046
Num,1067,4,0.046
Num,1063,4,0.046
Num,1060,4,0.046
Num,1154,4,0.046
Num,1160,4,0.046
Num,1161,4,0.046
Num,1163,4,0.046
Num,1261,4,0.046
Num,1162,4,0.046
Num,1259,4,0.046
Num,1257,4,0.046
Num,1254,4,0.046
Num,1248,4,0.046
Num,1148,4,0.046
Num,1245,4,0.046
Num,1230,4,0.046
Num,1229,4,0.046
Num,1223,4,0.046
Num,1217,4,0.046
Num,1216,4,0.046
Num,1122,4,0.046
Num,1210,4,0.046
Num,1206,4,0.046
Num,1204,4,0.046
Num,1200,4,0.046
Num,1192,4,0.046
Num,1185,4,0.046
Num,1183,4,0.046
Num,818,4,0.046
Num,952,4,0.046
Num,481,4,0.046
Num,584,4,0.046
Num,446,4,0.046
Num,320,4,0.046
Num,573,4,0.046
Num,447,4,0.046
Num,452,4,0.046
Num,417,4,0.046
Num,415,4,0.046
Num,783,4,0.046
Num,348,4,0.046
Num,540,4,0.046
Num,408,4,0.046
Num,411,4,0.046
Num,598,4,0.046
Num,745,4,0.046
Num,328,4,0.046
Num,761,4,0.046
Num,567,4,0.046
Num,565,4,0.046
Num,551,4,0.046
Num,768,4,0.046
Num,425,4,0.046
Num,604,4,0.046
Num,514,4,0.046
Num,350,4,0.046
Num,544,4,0.046
Num,440,4,0.046
Num,536,4,0.046
Num,496,4,0.046
Num,777,4,0.046
Num,476,4,0.046
Num,716,4,0.046
Num,401,4,0.046
Num,369,4,0.046
Num,609,4,0.046
Num,646,4,0.046
Num,686,4,0.046
Num,380,4,0.046
Num,524,4,0.046
Num,381,4,0.046
Num,635,4,0.046
Num,696,4,0.046
Num,354,4,0.046
Num,660,4,0.046
Num,658,4,0.046
Num,656,4,0.046
Num,704,4,0.046
Num,654,4,0.046
Num,594,4,0.046
Num,649,4,0.046
Num,710,4,0.046
Num,395,4,0.046
Num,502,4,0.046
Num,717,4,0.046
Num,719,4,0.046
Num,631,4,0.046
Num,722,4,0.046
Num,627,4,0.046
Num,393,4,0.046
Num,486,4,0.046
Num,735,4,0.046
Num,617,4,0.046
Num,615,4,0.046
Num,404,4,0.046
Num,738,4,0.046
Num,739,4,0.046
Num,782,4,0.046
Num,688,4,0.046
Num,470,4,0.046
Num,483,4,0.046
Num,511,4,0.046
Num,34,4,0.046
Num,504,4,0.046
Num,794,4,0.046
Num,472,4,0.046
Num,490,4,0.046
Num,374,4,0.046
Num,811,4,0.046
Num,808,4,0.046
Num,806,4,0.046
Num,370,4,0.046
Num,388,4,0.046
Num,460,4,0.046
Num,362,4,0.046
Num,463,4,0.046
Num,487,4,0.046
Num,368,4,0.046
Num,313,4,0.046
Num,786,4,0.046
Num,351,4,0.046
Num,482,4,0.046
Num,1419,3,0.0345
Num,1197,3,0.0345
Num,1195,3,0.0345
Num,1397,3,0.0345
Num,1579,3,0.0345
Num,1508,3,0.0345
Num,1094,3,0.0345
Num,1188,3,0.0345
Num,1099,3,0.0345
Num,1858,3,0.0345
Num,1091,3,0.0345
Num,1413,3,0.0345
Num,1179,3,0.0345
Num,1175,3,0.0345
Num,1172,3,0.0345
Num,1171,3,0.0345
Num,1168,3,0.0345
Num,1399,3,0.0345
Num,626,3,0.0345
Num,1507,3,0.0345
Num,1201,3,0.0345
Num,687,3,0.0345
Num,1427,3,0.0345
Num,1214,3,0.0345
Num,479,3,0.0345
Num,1213,3,0.0345
Num,1120,3,0.0345
Num,1212,3,0.0345
Num,1395,3,0.0345
Num,1209,3,0.0345
Num,1531,3,0.0345
Num,1208,3,0.0345
Num,1115,3,0.0345
Num,620,3,0.0345
Num,1398,3,0.0345
Num,622,3,0.0345
Num,1203,3,0.0345
Num,1090,3,0.0345
Num,1166,3,0.0345
Num,579,3,0.0345
Num,1112,3,0.0345
Num,666,3,0.0345
Num,676,3,0.0345
Num,1034,3,0.0345
Num,384,3,0.0345
Num,402,3,0.0345
Num,1299,3,0.0345
Num,663,3,0.0345
Num,1434,3,0.0345
Num,1129,3,0.0345
Num,1437,3,0.0345
Num,1159,3,0.0345
Num,1124,3,0.0345
Num,669,3,0.0345
Num,672,3,0.0345
Num,1412,3,0.0345
Num,673,3,0.0345
Num,1117,3,0.0345
Num,1420,3,0.0345
Num,1219,3,0.0345
Num,1136,3,0.0345
Num,1408,3,0.0345
Num,1550,3,0.0345
Num,1106,3,0.0345
Num,1400,3,0.0345
Num,495,3,0.0345
Num,1541,3,0.0345
Num,1155,3,0.0345
Num,1290,3,0.0345
Num,1153,3,0.0345
Num,518,3,0.0345
Num,509,3,0.0345
Num,1430,3,0.0345
Num,1147,3,0.0345
Num,1292,3,0.0345
Num,1310,3,0.0345
Num,1422,3,0.0345
Num,1545,3,0.0345
Num,1421,3,0.0345
Num,1105,3,0.0345
Num,1429,3,0.0345
Num,1825,3,0.0345
Num,1343,3,0.0345
Num,1220,3,0.0345
Num,549,3,0.0345
Num,1452,3,0.0345
Num,1352,3,0.0345
Num,1354,3,0.0345
Num,1305,3,0.0345
Num,1304,3,0.0345
Num,430,3,0.0345
Num,1297,3,0.0345
Num,471,3,0.0345
Num,1468,3,0.0345
Num,515,3,0.0345
Num,1350,3,0.0345
Num,456,3,0.0345
Num,1362,3,0.0345
Num,1191,3,0.0345
Num,1190,3,0.0345
Num,1361,3,0.0345
Num,557,3,0.0345
Num,1363,3,0.0345
Num,503,3,0.0345
Num,528,3,0.0345
Num,1312,3,0.0345
Num,1314,3,0.0345
Num,1501,3,0.0345
Num,451,3,0.0345
Num,360,3,0.0345
Num,1340,3,0.0345
Num,403,3,0.0345
Num,1344,3,0.0345
Num,363,3,0.0345
Num,1232,3,0.0345
Num,1337,3,0.0345
Num,1336,3,0.0345
Num,512,3,0.0345
Num,1240,3,0.0345
Num,1244,3,0.0345
Num,359,3,0.0345
Num,1328,3,0.0345
Num,1323,3,0.0345
Num,520,3,0.0345
Num,489,3,0.0345
Num,1463,3,0.0345
Num,526,3,0.0345
Num,443,3,0.0345
Num,527,3,0.0345
Num,1332,3,0.0345
Num,1181,3,0.0345
Num,1365,3,0.0345
Num,1138,3,0.0345
Num,1246,3,0.0345
Num,597,3,0.0345
Num,1381,3,0.0345
Num,1239,3,0.0345
Num,1238,3,0.0345
Num,1236,3,0.0345
Num,1235,3,0.0345
Num,1234,3,0.0345
Num,599,3,0.0345
Num,462,3,0.0345
Num,422,3,0.0345
Num,473,3,0.0345
Num,1228,3,0.0345
Num,493,3,0.0345
Num,1391,3,0.0345
Num,1225,3,0.0345
Num,1224,3,0.0345
Num,397,3,0.0345
Num,1089,3,0.0345
Num,373,3,0.0345
Num,1379,3,0.0345
Num,1378,3,0.0345
Num,587,3,0.0345
Num,498,3,0.0345
Num,1479,3,0.0345
Num,1272,3,0.0345
Num,1170,3,0.0345
Num,529,3,0.0345
Num,444,3,0.0345
Num,572,3,0.0345
Num,1266,3,0.0345
Num,817,3,0.0345
Num,1264,3,0.0345
Num,1439,3,0.0345
Num,1486,3,0.0345
Num,1370,3,0.0345
Num,458,3,0.0345
Num,1260,3,0.0345
Num,581,3,0.0345
Num,501,3,0.0345
Num,1435,3,0.0345
Num,1375,3,0.0345
Num,409,3,0.0345
Num,418,3,0.0345
Num,746,3,0.0345
Num,1001,3,0.0345
Num,785,3,0.0345
Num,986,3,0.0345
Num,915,3,0.0345
Num,737,3,0.0345
Num,983,3,0.0345
Num,884,3,0.0345
Num,890,3,0.0345
Num,907,3,0.0345
Num,803,3,0.0345
Num,784,3,0.0345
Num,990,3,0.0345
Num,742,3,0.0345
Num,1765,3,0.0345
Num,675,3,0.0345
Num,816,3,0.0345
Num,896,3,0.0345
Num,897,3,0.0345
Num,589,3,0.0345
Num,964,3,0.0345
Num,787,3,0.0345
Num,925,3,0.0345
Num,888,3,0.0345
Num,1587,3,0.0345
Num,865,3,0.0345
Num,1008,3,0.0345
Num,796,3,0.0345
Num,795,3,0.0345
Num,1006,3,0.0345
Num,869,3,0.0345
Num,1004,3,0.0345
Num,662,3,0.0345
Num,791,3,0.0345
Num,790,3,0.0345
Num,566,3,0.0345
Num,664,3,0.0345
Num,727,3,0.0345
Num,877,3,0.0345
Num,995,3,0.0345
Num,733,3,0.0345
Num,992,3,0.0345
Num,1798,3,0.0345
Num,678,3,0.0345
Num,780,3,0.0345
Num,1009,3,0.0345
Num,929,3,0.0345
Num,776,3,0.0345
Num,1695,3,0.0345
Num,934,3,0.0345
Num,767,3,0.0345
Num,930,3,0.0345
Num,835,3,0.0345
Num,1677,3,0.0345
Num,1773,3,0.0345
Num,849,3,0.0345
Num,754,3,0.0345
Num,848,3,0.0345
Num,1779,3,0.0345
Num,924,3,0.0345
Num,912,3,0.0345
Num,921,3,0.0345
Num,612,3,0.0345
Num,375,3,0.0345
Num,608,3,0.0345
Num,689,3,0.0345
Num,854,3,0.0345
Num,885,3,0.0345
Num,346,3,0.0345
Num,959,3,0.0345
Num,957,3,0.0345
Num,748,3,0.0345
Num,902,3,0.0345
Num,1302,3,0.0345
Num,690,3,0.0345
Num,950,3,0.0345
Num,948,3,0.0345
Num,871,3,0.0345
Num,618,3,0.0345
Num,870,3,0.0345
Num,364,3,0.0345
Num,905,3,0.0345
Num,752,3,0.0345
Num,1668,3,0.0345
Num,753,3,0.0345
Num,941,3,0.0345
Num,939,3,0.0345
Num,789,3,0.0345
Num,917,3,0.0345
Num,760,3,0.0345
Num,766,3,0.0345
Num,647,3,0.0345
Num,833,3,0.0345
Num,1033,3,0.0345
Num,804,3,0.0345
Num,967,3,0.0345
Num,759,3,0.0345
Num,1036,3,0.0345
Num,973,3,0.0345
Num,1012,3,0.0345
Num,1496,3,0.0345
Num,1071,3,0.0345
Num,773,3,0.0345
Num,823,3,0.0345
Num,1491,3,0.0345
Num,1064,3,0.0345
Num,702,3,0.0345
Num,1489,3,0.0345
Num,825,3,0.0345
Num,826,3,0.0345
Num,1805,3,0.0345
Num,1070,3,0.0345
Num,643,3,0.0345
Num,736,3,0.0345
Num,633,3,0.0345
Num,758,3,0.0345
Num,1052,3,0.0345
Num,641,3,0.0345
Num,847,3,0.0345
Num,1013,3,0.0345
Num,1500,3,0.0345
Num,812,3,0.0345
Num,1477,3,0.0345
Num,1010,3,0.0345
Num,361,3,0.0345
Num,720,3,0.0345
Num,946,3,0.0345
Num,860,3,0.0345
Num,1018,3,0.0345
Num,797,3,0.0345
Num,949,3,0.0345
Num,718,3,0.0345
Num,366,3,0.0345
Num,858,3,0.0345
Num,332,3,0.0345
Num,1014,3,0.0345
Num,1078,3,0.0345
Num,1058,3,0.0345
Num,953,3,0.0345
Num,751,3,0.0345
Num,1056,3,0.0345
Num,1643,3,0.0345
Num,853,3,0.0345
Num,1729,3,0.0345
Num,712,3,0.0345
Num,1630,3,0.0345
Num,1075,3,0.0345
Num,1484,3,0.0345
Num,1462,2,0.023
Num,1697,2,0.023
Num,1744,2,0.023
Num,1696,2,0.023
Num,1447,2,0.023
Num,1424,2,0.023
Num,1743,2,0.023
Num,1333,2,0.023
Num,1725,2,0.023
Num,1772,2,0.023
Num,1737,2,0.023
Num,1774,2,0.023
Num,1464,2,0.023
Num,1690,2,0.023
Num,1736,2,0.023
Num,1353,2,0.023
Num,1688,2,0.023
Num,1740,2,0.023
Num,1768,2,0.023
Num,1369,2,0.023
Num,1327,2,0.023
Num,1142,2,0.023
Num,1454,2,0.023
Num,1325,2,0.023
Num,1712,2,0.023
Num,1710,2,0.023
Num,441,2,0.023
Num,1701,2,0.023
Num,1753,2,0.023
Num,1763,2,0.023
Num,1756,2,0.023
Num,1705,2,0.023
Num,1128,2,0.023
Num,1687,2,0.023
Num,1444,2,0.023
Num,1446,2,0.023
Num,1713,2,0.023
Num,1751,2,0.023
Num,1321,2,0.023
Num,1746,2,0.023
Num,1152,2,0.023
Num,1722,2,0.023
Num,434,2,0.023
Num,1311,2,0.023
Num,1459,2,0.023
Num,1575,2,0.023
Num,1770,2,0.023
Num,1700,2,0.023
Num,1349,2,0.023
Num,1721,2,0.023
Num,1767,2,0.023
Num,1428,2,0.023
Num,1766,2,0.023
Num,1717,2,0.023
Num,1598,2,0.023
Num,1664,2,0.023
Num,1355,2,0.023
Num,1504,2,0.023
Num,1620,2,0.023
Num,1621,2,0.023
Num,1546,2,0.023
Num,1426,2,0.023
Num,1624,2,0.023
Num,1543,2,0.023
Num,1269,2,0.023
Num,1627,2,0.023
Num,1629,2,0.023
Num,1540,2,0.023
Num,1535,2,0.023
Num,1615,2,0.023
Num,1534,2,0.023
Num,1533,2,0.023
Num,1505,2,0.023
Num,1527,2,0.023
Num,1438,2,0.023
Num,1523,2,0.023
Num,1633,2,0.023
Num,1522,2,0.023
Num,1634,2,0.023
Num,1520,2,0.023
Num,1552,2,0.023
Num,1487,2,0.023
Num,1517,2,0.023
Num,453,2,0.023
Num,1591,2,0.023
Num,1586,2,0.023
Num,1584,2,0.023
Num,1601,2,0.023
Num,1602,2,0.023
Num,1574,2,0.023
Num,1604,2,0.023
Num,1227,2,0.023
Num,1570,2,0.023
Num,1445,2,0.023
Num,1564,2,0.023
Num,1258,2,0.023
Num,1605,2,0.023
Num,1606,2,0.023
Num,1609,2,0.023
Num,1440,2,0.023
Num,399,2,0.023
Num,1480,2,0.023
Num,1560,2,0.023
Num,1557,2,0.023
Num,1613,2,0.023
Num,400,2,0.023
Num,1831,2,0.023
Num,1513,2,0.023
Num,1686,2,0.023
Num,1371,2,0.023
Num,1537,2,0.023
Num,1386,2,0.023
Num,1788,2,0.023
Num,1380,2,0.023
Num,1666,2,0.023
Num,1786,2,0.023
Num,1784,2,0.023
Num,1406,2,0.023
Num,1783,2,0.023
Num,1482,2,0.023
Num,416,2,0.023
Num,1389,2,0.023
Num,1780,2,0.023
Num,1675,2,0.023
Num,1475,2,0.023
Num,1359,2,0.023
Num,1357,2,0.023
Num,1473,2,0.023
Num,1449,2,0.023
Num,1469,2,0.023
Num,1681,2,0.023
Num,1775,2,0.023
Num,1298,2,0.023
Num,1661,2,0.023
Num,1512,2,0.023
Num,1288,2,0.023
Num,1441,2,0.023
Num,1509,2,0.023
Num,1800,2,0.023
Num,1184,2,0.023
Num,1277,2,0.023
Num,1640,2,0.023
Num,1506,2,0.023
Num,1281,2,0.023
Num,1642,2,0.023
Num,1645,2,0.023
Num,1503,2,0.023
Num,1789,2,0.023
Num,1793,2,0.023
Num,1648,2,0.023
Num,1499,2,0.023
Num,1652,2,0.023
Num,1654,2,0.023
Num,1655,2,0.023
Num,1792,2,0.023
Num,1659,2,0.023
Num,1495,2,0.023
Num,1528,2,0.023
Num,1569,2,0.023
Num,1178,2,0.023
Num,1414,2,0.023
Num,989,2,0.023
Num,840,2,0.023
Num,701,2,0.023
Num,837,2,0.023
Num,703,2,0.023
Num,834,2,0.023
Num,705,2,0.023
Num,706,2,0.023
Num,708,2,0.023
Num,1024,2,0.023
Num,1022,2,0.023
Num,1021,2,0.023
Num,1016,2,0.023
Num,809,2,0.023
Num,723,2,0.023
Num,1005,2,0.023
Num,997,2,0.023
Num,993,2,0.023
Num,932,2,0.023
Num,931,2,0.023
Num,927,2,0.023
Num,792,2,0.023
Num,583,2,0.023
Num,979,2,0.023
Num,788,2,0.023
Num,977,2,0.023
Num,971,2,0.023
Num,968,2,0.023
Num,844,2,0.023
Num,699,2,0.023
Num,1053,2,0.023
Num,694,2,0.023
Num,665,2,0.023
Num,667,2,0.023
Num,670,2,0.023
Num,1121,2,0.023
Num,1116,2,0.023
Num,674,2,0.023
Num,610,2,0.023
Num,1035,2,0.023
Num,677,2,0.023
Num,613,2,0.023
Num,1029,2,0.023
Num,1483,2,0.023
Num,1101,2,0.023
Num,519,2,0.023
Num,684,2,0.023
Num,623,2,0.023
Num,624,2,0.023
Num,1085,2,0.023
Num,1081,2,0.023
Num,484,2,0.023
Num,1080,2,0.023
Num,692,2,0.023
Num,1076,2,0.023
Num,693,2,0.023
Num,1003,2,0.023
Num,1065,2,0.023
Num,1062,2,0.023
Num,966,2,0.023
Num,747,2,0.023
Num,887,2,0.023
Num,680,2,0.023
Num,883,2,0.023
Num,879,2,0.023
Num,793,2,0.023
Num,726,2,0.023
Num,861,2,0.023
Num,798,2,0.023
Num,800,2,0.023
Num,855,2,0.023
Num,685,2,0.023
Num,781,2,0.023
Num,683,2,0.023
Num,801,2,0.023
Num,851,2,0.023
Num,679,2,0.023
Num,843,2,0.023
Num,842,2,0.023
Num,1888,2,0.023
Num,771,2,0.023
Num,671,2,0.023
Num,764,2,0.023
Num,832,2,0.023
Num,644,2,0.023
Num,827,2,0.023
Num,756,2,0.023
Num,822,2,0.023
Num,819,2,0.023
Num,650,2,0.023
Num,807,2,0.023
Num,898,2,0.023
Num,899,2,0.023
Num,763,2,0.023
Num,749,2,0.023
Num,878,2,0.023
Num,682,2,0.023
Num,951,2,0.023
Num,876,2,0.023
Num,874,2,0.023
Num,947,2,0.023
Num,864,2,0.023
Num,750,2,0.023
Num,942,2,0.023
Num,940,2,0.023
Num,744,2,0.023
Num,850,2,0.023
Num,820,2,0.023
Num,769,2,0.023
Num,770,2,0.023
Num,919,2,0.023
Num,614,2,0.023
Num,616,2,0.023
Num,774,2,0.023
Num,910,2,0.023
Num,775,2,0.023
Num,728,2,0.023
Num,831,2,0.023
Num,901,2,0.023
Num,714,2,0.023
Num,1134,2,0.023
Num,1625,2,0.023
Num,596,2,0.023
Num,1133,2,0.023
Num,538,2,0.023
Num,480,2,0.023
Num,1043,2,0.023
Num,1338,2,0.023
Num,985,2,0.023
Num,1249,2,0.023
Num,590,2,0.023
Num,1247,2,0.023
Num,1243,2,0.023
Num,1139,2,0.023
Num,1347,2,0.023
Num,1165,2,0.023
Num,1348,2,0.023
Num,436,2,0.023
Num,960,2,0.023
Num,1221,2,0.023
Num,1218,2,0.023
Num,611,2,0.023
Num,1360,2,0.023
Num,621,2,0.023
Num,1256,2,0.023
Num,1199,2,0.023
Num,987,2,0.023
Num,1263,2,0.023
Num,1074,2,0.023
Num,1031,2,0.023
Num,1307,2,0.023
Num,1309,2,0.023
Num,1742,2,0.023
Num,1301,2,0.023
Num,1202,2,0.023
Num,1027,2,0.023
Num,1296,2,0.023
Num,1011,2,0.023
Num,1198,2,0.023
Num,1745,2,0.023
Num,1286,2,0.023
Num,406,2,0.023
Num,552,2,0.023
Num,1283,2,0.023
Num,1280,2,0.023
Num,491,2,0.023
Num,405,2,0.023
Num,1741,2,0.023
Num,1177,2,0.023
Num,1176,2,0.023
Num,569,2,0.023
Num,1329,2,0.023
Num,1096,2,0.023
Num,1366,2,0.023
Num,1025,2,0.023
Num,389,2,0.023
Num,632,2,0.023
Num,634,2,0.023
Num,1384,2,0.023
Num,1385,2,0.023
Num,1405,2,0.023
Num,1404,2,0.023
Num,1169,2,0.023
Num,1388,2,0.023
Num,1093,2,0.023
Num,1158,2,0.023
Num,638,2,0.023
Num,637,2,0.023
Num,1069,2,0.023
Num,1097,2,0.023
Num,1072,2,0.023
Num,1393,2,0.023
Num,497,2,0.023
Num,392,2,0.023
Num,928,2,0.023
Num,1265,2,0.023
Num,494,2,0.023
Num,1295,2,0.023
Num,1189,2,0.023
Num,891,2,0.023
Num,652,2,0.023
Num,1187,2,0.023
Num,1390,2,0.023
Num,1186,2,0.023
Num,645,2,0.023
Num,1374,2,0.023
Num,640,2,0.023
Num,1776,1,0.0115
Num,1777,1,0.0115
Num,1892,1,0.0115
Num,1632,1,0.0115
Num,1893,1,0.0115
Num,1735,1,0.0115
Num,1738,1,0.0115
Num,1635,1,0.0115
Num,1839,1,0.0115
Num,1481,1,0.0115
Num,1727,1,0.0115
Num,1837,1,0.0115
Num,1456,1,0.0115
Num,1840,1,0.0115
Num,1841,1,0.0115
Num,1651,1,0.0115
Num,1755,1,0.0115
Num,1886,1,0.0115
Num,1673,1,0.0115
Num,1739,1,0.0115
Num,1647,1,0.0115
Num,1658,1,0.0115
Num,353,1,0.0115
Num,1842,1,0.0115
Num,1731,1,0.0115
Num,1884,1,0.0115
Num,1782,1,0.0115
Num,1880,1,0.0115
Num,1665,1,0.0115
Num,1834,1,0.0115
Num,1750,1,0.0115
Num,1748,1,0.0115
Num,1891,1,0.0115
Num,1637,1,0.0115
Num,1778,1,0.0115
Num,1877,1,0.0115
Num,1781,1,0.0115
Num,1830,1,0.0115
Num,1864,1,0.0115
Num,1816,1,0.0115
Num,1870,1,0.0115
Num,1863,1,0.0115
Num,1815,1,0.0115
Num,1707,1,0.0115
Num,1706,1,0.0115
Num,1818,1,0.0115
Num,1832,1,0.0115
Num,1812,1,0.0115
Num,1810,1,0.0115
Num,1415,1,0.0115
Num,1871,1,0.0115
Num,1723,1,0.0115
Num,1817,1,0.0115
Num,1719,1,0.0115
Num,1676,1,0.0115
Num,1425,1,0.0115
Num,1867,1,0.0115
Num,1822,1,0.0115
Num,1868,1,0.0115
Num,1824,1,0.0115
Num,1821,1,0.0115
Num,1866,1,0.0115
Num,1761,1,0.0115
Num,1819,1,0.0115
Num,1826,1,0.0115
Num,1828,1,0.0115
Num,1715,1,0.0115
Num,1865,1,0.0115
Num,1829,1,0.0115
Num,1820,1,0.0115
Num,1872,1,0.0115
Num,1807,1,0.0115
Num,1873,1,0.0115
Num,1685,1,0.0115
Num,1794,1,0.0115
Num,1847,1,0.0115
Num,1689,1,0.0115
Num,1749,1,0.0115
Num,1876,1,0.0115
Num,1823,1,0.0115
Num,1628,1,0.0115
Num,1857,1,0.0115
Num,1684,1,0.0115
Num,1846,1,0.0115
Num,1680,1,0.0115
Num,1679,1,0.0115
Num,1878,1,0.0115
Num,1844,1,0.0115
Num,1797,1,0.0115
Num,1848,1,0.0115
Num,1752,1,0.0115
Num,1691,1,0.0115
Num,1478,1,0.0115
Num,1799,1,0.0115
Num,1853,1,0.0115
Num,1754,1,0.0115
Num,1771,1,0.0115
Num,1875,1,0.0115
Num,1769,1,0.0115
Num,1802,1,0.0115
Num,1804,1,0.0115
Num,1855,1,0.0115
Num,1694,1,0.0115
Num,1856,1,0.0115
Num,1474,1,0.0115
Num,1708,1,0.0115
Num,1068,1,0.0115
Num,1733,1,0.0115
Num,1376,1,0.0115
Num,1407,1,0.0115
Num,1403,1,0.0115
Num,1082,1,0.0115
Num,1262,1,0.0115
Num,1066,1,0.0115
Num,1255,1,0.0115
Num,1250,1,0.0115
Num,1049,1,0.0115
Num,1040,1,0.0115
Num,1017,1,0.0115
Num,1303,1,0.0115
Num,1196,1,0.0115
Num,1282,1,0.0115
Num,996,1,0.0115
Num,1173,1,0.0115
Num,1151,1,0.0115
Num,978,1,0.0115
Num,1103,1,0.0115
Num,1119,1,0.0115
Num,1324,1,0.0115
Num,1525,1,0.0115
Num,1551,1,0.0115
Num,1207,1,0.0115
Num,1211,1,0.0115
Num,1539,1,0.0115
Num,1423,1,0.0115
Num,1193,1,0.0115
Num,1526,1,0.0115
Num,1519,1,0.0115
Num,1130,1,0.0115
Num,1518,1,0.0115
Num,1514,1,0.0115
Num,1511,1,0.0115
Num,1510,1,0.0115
Num,1492,1,0.0115
Num,345,1,0.0115
Num,1326,1,0.0115
Num,976,1,0.0115
Num,962,1,0.0115
Num,382,1,0.0115
Num,715,1,0.0115
Num,741,1,0.0115
Num,779,1,0.0115
Num,866,1,0.0115
Num,605,1,0.0115
Num,914,1,0.0115
Num,721,1,0.0115
Num,724,1,0.0115
Num,713,1,0.0115
Num,956,1,0.0115
Num,815,1,0.0115
Num,695,1,0.0115
Num,625,1,0.0115
Num,639,1,0.0115
Num,772,1,0.0115
Num,653,1,0.0115
Num,651,1,0.0115
Num,802,1,0.0115
Num,824,1,0.0115
Num,944,1,0.0115
Num,1149,1,0.0115
Num,1107,1,0.0115
Num,629,1,0.0115
Num,923,1,0.0115
Num,1180,1,0.0115
Num,908,1,0.0115
Num,1164,1,0.0115
Num,892,1,0.0115
Num,1048,1,0.0115
Num,560,1,0.0115
Num,1125,1,0.0115
Num,681,1,0.0115
Num,863,1,0.0115
Num,1057,1,0.0115
Num,1054,1,0.0115
Num,1051,1,0.0115
Num,828,1,0.0115
Num,1554,1,0.0115
Num,1559,1,0.0115
Num,1562,1,0.0115
Num,1335,1,0.0115
Num,1345,1,0.0115
Num,1582,1,0.0115
Num,1342,1,0.0115
Num,1699,1,0.0115
Num,1578,1,0.0115
Num,1577,1,0.0115
Num,1576,1,0.0115
Num,1693,1,0.0115
Num,1588,1,0.0115
Num,1567,1,0.0115
Num,1566,1,0.0115
Num,1558,1,0.0115
Num,1682,1,0.0115
Num,1678,1,0.0115
Num,1674,1,0.0115
Num,1672,1,0.0115
Num,1702,1,0.0115
Num,1703,1,0.0115
Num,1670,1,0.0115
Num,1608,1,0.0115
Num,1619,1,0.0115
Num,1618,1,0.0115
Num,1726,1,0.0115
Num,1373,1,0.0115
Num,1610,1,0.0115
Num,1724,1,0.0115
Num,1367,1,0.0115
